IP:PORT, LOSS, DELAY
162.159.193.52:7156,100.00%,1000 ms
162.159.193.49:3581,100.00%,1000 ms
162.159.193.248:945,100.00%,1000 ms
162.159.193.51:939,100.00%,1000 ms
162.159.193.53:939,100.00%,1000 ms
162.159.193.53:7156,100.00%,1000 ms
162.159.193.55:7156,100.00%,1000 ms
162.159.193.50:939,100.00%,1000 ms
162.159.193.48:3581,100.00%,1000 ms
162.159.193.48:908,100.00%,1000 ms
162.159.193.47:3581,100.00%,1000 ms
162.159.193.47:908,100.00%,1000 ms
162.159.193.46:943,100.00%,1000 ms
162.159.193.46:1387,100.00%,1000 ms
162.159.193.249:945,100.00%,1000 ms
162.159.193.45:1387,100.00%,1000 ms
162.159.193.45:943,100.00%,1000 ms
162.159.193.250:903,100.00%,1000 ms
162.159.193.44:1387,100.00%,1000 ms
162.159.193.249:1018,100.00%,1000 ms
162.159.193.44:943,100.00%,1000 ms
162.159.193.43:8742,100.00%,1000 ms
162.159.193.43:934,100.00%,1000 ms
162.159.193.42:8742,100.00%,1000 ms
162.159.193.255:854,100.00%,1000 ms
162.159.193.42:934,100.00%,1000 ms
162.159.193.41:934,100.00%,1000 ms
162.159.193.250:854,100.00%,1000 ms
162.159.193.41:8742,100.00%,1000 ms
162.159.193.251:903,100.00%,1000 ms
162.159.193.251:854,100.00%,1000 ms
162.159.193.40:880,100.00%,1000 ms
162.159.193.40:1010,100.00%,1000 ms
162.159.193.39:1010,100.00%,1000 ms
162.159.193.39:880,100.00%,1000 ms
162.159.193.254:854,100.00%,1000 ms
162.159.193.38:4233,100.00%,1000 ms
162.159.193.38:946,100.00%,1000 ms
162.159.193.37:4233,100.00%,1000 ms
162.159.193.37:946,100.00%,1000 ms
162.159.193.36:4233,100.00%,1000 ms
162.159.193.36:946,100.00%,1000 ms
162.159.193.253:903,100.00%,1000 ms
162.159.193.35:4233,100.00%,1000 ms
162.159.193.254:903,100.00%,1000 ms
162.159.193.255:903,100.00%,1000 ms
162.159.193.35:946,100.00%,1000 ms
162.159.193.34:4233,100.00%,1000 ms
162.159.193.34:946,100.00%,1000 ms
162.159.193.33:4233,100.00%,1000 ms
162.159.193.32:4233,100.00%,1000 ms
162.159.193.33:946,100.00%,1000 ms
162.159.193.32:946,100.00%,1000 ms
162.159.193.31:4233,100.00%,1000 ms
162.159.193.31:946,100.00%,1000 ms
162.159.193.30:4233,100.00%,1000 ms
162.159.193.30:946,100.00%,1000 ms
162.159.193.29:946,100.00%,1000 ms
162.159.193.29:4233,100.00%,1000 ms
162.159.193.28:4233,100.00%,1000 ms
162.159.193.27:4233,100.00%,1000 ms
162.159.193.28:946,100.00%,1000 ms
162.159.193.27:946,100.00%,1000 ms
162.159.193.252:903,100.00%,1000 ms
162.159.193.252:854,100.00%,1000 ms
162.159.193.253:854,100.00%,1000 ms
188.114.97.185:7281,100.00%,1000 ms
162.159.193.26:4233,100.00%,1000 ms
162.159.193.26:946,100.00%,1000 ms
162.159.193.25:864,100.00%,1000 ms
162.159.193.25:8886,100.00%,1000 ms
188.114.97.185:854,100.00%,1000 ms
162.159.193.24:864,100.00%,1000 ms
162.159.193.24:8886,100.00%,1000 ms
162.159.193.23:864,100.00%,1000 ms
162.159.193.22:864,100.00%,1000 ms
188.114.97.147:4233,100.00%,1000 ms
162.159.193.23:8886,100.00%,1000 ms
162.159.193.22:8886,100.00%,1000 ms
162.159.193.19:864,100.00%,1000 ms
162.159.193.20:8886,100.00%,1000 ms
162.159.193.21:8886,100.00%,1000 ms
188.114.97.147:880,100.00%,1000 ms
162.159.195.255:988,100.00%,1000 ms
162.159.193.20:864,100.00%,1000 ms
162.159.193.19:8886,100.00%,1000 ms
162.159.193.21:864,100.00%,1000 ms
162.159.193.18:864,100.00%,1000 ms
162.159.193.17:8886,100.00%,1000 ms
162.159.193.16:864,100.00%,1000 ms
162.159.193.17:864,100.00%,1000 ms
188.114.99.7:903,100.00%,1000 ms
162.159.193.18:8886,100.00%,1000 ms
188.114.99.7:3138,100.00%,1000 ms
162.159.193.16:8886,100.00%,1000 ms
162.159.193.15:864,100.00%,1000 ms
162.159.193.15:8886,100.00%,1000 ms
162.159.193.14:864,100.00%,1000 ms
162.159.193.14:8886,100.00%,1000 ms
162.159.193.13:8886,100.00%,1000 ms
162.159.193.12:864,100.00%,1000 ms
162.159.195.255:2506,100.00%,1000 ms
162.159.193.13:864,100.00%,1000 ms
162.159.193.12:8886,100.00%,1000 ms
188.114.96.0:2506,100.00%,1000 ms
162.159.193.11:864,100.00%,1000 ms
162.159.193.11:8886,100.00%,1000 ms
162.159.193.10:864,100.00%,1000 ms
162.159.193.10:8886,100.00%,1000 ms
162.159.193.9:864,100.00%,1000 ms
162.159.193.9:8886,100.00%,1000 ms
162.159.193.8:864,100.00%,1000 ms
162.159.193.8:8886,100.00%,1000 ms
162.159.193.7:864,100.00%,1000 ms
162.159.193.7:8886,100.00%,1000 ms
162.159.193.6:1014,100.00%,1000 ms
162.159.193.6:2506,100.00%,1000 ms
188.114.96.0:988,100.00%,1000 ms
162.159.193.4:2506,100.00%,1000 ms
162.159.193.3:2506,100.00%,1000 ms
188.114.96.1:988,100.00%,1000 ms
162.159.192.255:2506,100.00%,1000 ms
162.159.193.5:1014,100.00%,1000 ms
162.159.193.0:2506,100.00%,1000 ms
162.159.193.2:1014,100.00%,1000 ms
188.114.96.2:988,100.00%,1000 ms
162.159.193.2:2506,100.00%,1000 ms
188.114.96.1:2506,100.00%,1000 ms
162.159.193.5:2506,100.00%,1000 ms
162.159.193.3:1014,100.00%,1000 ms
162.159.193.4:1014,100.00%,1000 ms
188.114.96.2:2506,100.00%,1000 ms
188.114.96.3:988,100.00%,1000 ms
162.159.193.1:2506,100.00%,1000 ms
162.159.193.0:1014,100.00%,1000 ms
162.159.193.1:1014,100.00%,1000 ms
188.114.96.3:2506,100.00%,1000 ms
162.159.192.255:1014,100.00%,1000 ms
162.159.192.188:942,100.00%,1000 ms
162.159.192.188:4177,100.00%,1000 ms
162.159.192.180:4177,100.00%,1000 ms
162.159.192.180:942,100.00%,1000 ms
162.159.192.176:4177,100.00%,1000 ms
162.159.192.176:942,100.00%,1000 ms
162.159.192.153:854,100.00%,1000 ms
188.114.96.4:988,100.00%,1000 ms
188.114.96.4:2506,100.00%,1000 ms
162.159.192.153:1002,100.00%,1000 ms
188.114.96.5:2506,100.00%,1000 ms
188.114.96.5:988,100.00%,1000 ms
188.114.96.9:988,100.00%,1000 ms
188.114.99.37:943,100.00%,1000 ms
162.159.192.144:854,100.00%,1000 ms
188.114.99.37:8742,100.00%,1000 ms
162.159.192.144:1002,100.00%,1000 ms
162.159.192.133:854,100.00%,1000 ms
188.114.96.9:2506,100.00%,1000 ms
162.159.192.133:1002,100.00%,1000 ms
188.114.99.44:943,100.00%,1000 ms
162.159.192.124:903,100.00%,1000 ms
162.159.192.124:1014,100.00%,1000 ms
162.159.192.119:903,100.00%,1000 ms
162.159.192.119:1014,100.00%,1000 ms
188.114.99.44:8742,100.00%,1000 ms
188.114.96.12:2506,100.00%,1000 ms
162.159.192.117:1014,100.00%,1000 ms
162.159.192.117:903,100.00%,1000 ms
162.159.192.103:2408,100.00%,1000 ms
162.159.192.102:2408,100.00%,1000 ms
162.159.192.102:942,100.00%,1000 ms
188.114.96.12:988,100.00%,1000 ms
162.159.192.103:942,100.00%,1000 ms
188.114.96.20:943,100.00%,1000 ms
188.114.96.20:934,100.00%,1000 ms
188.114.96.44:943,100.00%,1000 ms
188.114.96.44:934,100.00%,1000 ms
188.114.96.49:1387,100.00%,1000 ms
188.114.96.49:7156,100.00%,1000 ms
188.114.97.90:894,100.00%,1000 ms
188.114.97.90:4198,100.00%,1000 ms
188.114.97.57:2371,100.00%,1000 ms
162.159.192.60:1701,100.00%,1000 ms
188.114.97.57:1074,100.00%,1000 ms
188.114.96.206:8886,100.00%,1000 ms
162.159.192.60:4198,100.00%,1000 ms
188.114.96.206:2506,100.00%,1000 ms
188.114.97.45:3138,100.00%,1000 ms
188.114.97.45:3854,100.00%,1000 ms
162.159.192.6:7152,100.00%,1000 ms
162.159.192.1:7152,100.00%,1000 ms
162.159.192.48:7103,100.00%,1000 ms
162.159.192.1:7103,100.00%,1000 ms
162.159.192.9:7103,100.00%,1000 ms
162.159.192.3:7152,100.00%,1000 ms
162.159.192.9:7152,100.00%,1000 ms
162.159.192.3:7103,100.00%,1000 ms
188.114.96.248:2371,100.00%,1000 ms
162.159.192.2:7152,100.00%,1000 ms
162.159.192.7:7103,100.00%,1000 ms
162.159.192.2:7103,100.00%,1000 ms
162.159.192.4:7152,100.00%,1000 ms
162.159.192.10:7152,100.00%,1000 ms
188.114.96.248:3854,100.00%,1000 ms
188.114.96.249:2371,100.00%,1000 ms
162.159.192.10:7103,100.00%,1000 ms
188.114.96.249:3854,100.00%,1000 ms
162.159.192.7:7152,100.00%,1000 ms
188.114.97.0:3854,100.00%,1000 ms
162.159.192.6:7103,100.00%,1000 ms
188.114.97.0:2371,100.00%,1000 ms
162.159.192.48:7152,100.00%,1000 ms
162.159.192.4:7103,100.00%,1000 ms
188.114.97.2:2371,100.00%,1000 ms
188.114.97.2:3854,100.00%,1000 ms
188.114.97.3:2371,100.00%,1000 ms
188.114.97.3:3854,100.00%,1000 ms
188.114.97.4:2371,100.00%,1000 ms
188.114.97.9:864,100.00%,1000 ms
188.114.97.9:2371,100.00%,1000 ms
188.114.97.11:864,100.00%,1000 ms
188.114.97.11:2371,100.00%,1000 ms
188.114.99.233:1010,100.00%,1000 ms
188.114.99.233:880,100.00%,1000 ms
188.114.99.240:880,100.00%,1000 ms
188.114.99.240:1010,100.00%,1000 ms
188.114.99.255:4233,100.00%,1000 ms
188.114.99.255:7103,100.00%,1000 ms
